slug,code,radon
maximum-sum-of-almost-unique-subarray,"```python
from collections import defaultdict
from typing import List

class Solution:
    def maxSum(self, nums: List[int], m: int, k: int) -> int:
        max_sum = 0
        current_sum = 0
        freq = defaultdict(int)
        left = 0
        
        for right in range(len(nums)):
            freq[nums[right]] += 1
            current_sum += nums[right]
            
            if right - left + 1 == k:
                if len(freq) >= m:
                    max_sum = max(max_sum, current_sum)
                current_sum -= nums[left]
                freq[nums[left]] -= 1
                if freq[nums[left]] == 0:
                    del freq[nums[left]]
                left += 1
        
        return max_sum
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 6, 'lineno': 4}, {'name': 'maxSum', 'complexity': 5, 'lineno': 5}], 'maintainability_index': 55.608811567074774, 'raw_metrics': {'loc': 21, 'lloc': 21, 'sloc': 21, 'comments': 0}}"
double-a-number-represented-as-a-linked-list,"```python
class Solution:
    def doubleIt(self, head: Optional[ListNode]) -> Optional[ListNode]:
        def reverse(node):
            prev = None
            while node:
                next_node = node.next
                node.next = prev
                prev = node
                node = next_node
            return prev
        
        reversed_head = reverse(head)
        carry = 0
        current = reversed_head
        prev = None
        while current:
            new_val = current.val * 2 + carry
            current.val = new_val % 10
            carry = new_val // 10
            prev = current
            current = current.next
        
        if carry > 0:
            prev.next = ListNode(carry)
        
        return reverse(reversed_head)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 4, 'lineno': 2}, {'name': 'doubleIt', 'complexity': 3, 'lineno': 3}], 'maintainability_index': 57.236594871407874, 'raw_metrics': {'loc': 24, 'lloc': 24, 'sloc': 24, 'comments': 0}}"
special-permutations,"```python
class Solution:
    def specialPerm(self, nums: List[int]) -> int:
        from functools import lru_cache
        
        n = len(nums)
        MOD = 10**9 + 7
        
        @lru_cache(maxsize=None)
        def dfs(prev, mask):
            if mask == (1 << n) - 1:
                return 1
            total = 0
            for i in range(n):
                if not (mask & (1 << i)):
                    if prev % nums[i] == 0 or nums[i] % prev == 0:
                        total += dfs(nums[i], mask | (1 << i))
                        total %= MOD
            return total
        
        result = 0
        for i in range(n):
            result += dfs(nums[i], 1 << i)
            result %= MOD
        return result
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 3, 'lineno': 2}, {'name': 'specialPerm', 'complexity': 2, 'lineno': 3}], 'maintainability_index': 52.850400112277676, 'raw_metrics': {'loc': 22, 'lloc': 22, 'sloc': 22, 'comments': 0}}"
mice-and-cheese,"```python
from typing import List

class Solution:
    def miceAndCheese(self, reward1: List[int], reward2: List[int], k: int) -> int:
        n = len(reward1)
        diff = [(reward1[i] - reward2[i], i) for i in range(n)]
        diff.sort(reverse=True, key=lambda x: x[0])
        
        total = 0
        for i in range(n):
            if i < k:
                total += reward1[diff[i][1]]
            else:
                total += reward2[diff[i][1]]
        return total
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 5, 'lineno': 3}, {'name': 'miceAndCheese', 'complexity': 4, 'lineno': 4}], 'maintainability_index': 62.465050444989814, 'raw_metrics': {'loc': 14, 'lloc': 15, 'sloc': 14, 'comments': 0}}"
maximum-number-of-distinct-elements-after-operations,"```python
from typing import List

class Solution:
    def maxDistinctElements(self, nums: List[int], k: int) -> int:
        nums.sort()
        n = len(nums)
        res = 1
        prev = nums[0] - k - 1  # Initialize to ensure first element is considered
        
        for i in range(n):
            current = nums[i]
            optimal = max(prev + 1, current - k)
            if optimal <= current + k:
                res += 1
                prev = optimal
            else:
                pass
        return res - 1  # Subtract 1 because we started counting from 1
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 4, 'lineno': 3}, {'name': 'maxDistinctElements', 'complexity': 3, 'lineno': 4}], 'maintainability_index': 78.14961758589932, 'raw_metrics': {'loc': 17, 'lloc': 17, 'sloc': 17, 'comments': 2}}"
number-of-increasing-paths-in-a-grid,"```python
class Solution:
    def countPaths(self, grid: List[List[int]]) -> int:
        MOD = 10**9 + 7
        m, n = len(grid), len(grid[0])
        directions = [(-1, 0), (1, 0), (0, -1), (0, 1)]
        
        dp = [[1] * n for _ in range(m)]
        cells = [(i, j) for i in range(m) for j in range(n)]
        cells.sort(key=lambda x: grid[x[0]][x[1]])
        
        for i, j in cells:
            for di, dj in directions:
                ni, nj = i + di, j + dj
                if 0 <= ni < m and 0 <= nj < n and grid[ni][nj] > grid[i][j]:
                    dp[ni][nj] = (dp[ni][nj] + dp[i][j]) % MOD
        
        return sum(sum(row) % MOD for row in dp) % MOD
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 11, 'lineno': 2}, {'name': 'countPaths', 'complexity': 10, 'lineno': 3}], 'maintainability_index': 55.509938498530005, 'raw_metrics': {'loc': 15, 'lloc': 16, 'sloc': 15, 'comments': 0}}"
split-array-into-maximum-number-of-subarrays,"```python
from typing import List

class Solution:
    def maxSubarrays(self, nums: List[int]) -> int:
        if not nums:
            return 0
        
        total_and = (1 << 30) - 1  # Initialize with all bits set (for 32-bit integers, but 30 is sufficient for constraints)
        for num in nums:
            total_and &= num
        
        if total_and != 0:
            return 1
        
        res = 0
        current_and = (1 << 30) - 1
        for num in nums:
            current_and &= num
            if current_and == 0:
                res += 1
                current_and = (1 << 30) - 1
        
        return res
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 7, 'lineno': 3}, {'name': 'maxSubarrays', 'complexity': 6, 'lineno': 4}], 'maintainability_index': 69.39208649664272, 'raw_metrics': {'loc': 19, 'lloc': 19, 'sloc': 19, 'comments': 1}}"
count-operations-to-obtain-zero,"```python
class Solution:
    def countOperations(self, num1: int, num2: int) -> int:
        count = 0
        while num1 != 0 and num2 != 0:
            if num1 >= num2:
                num1 -= num2
            else:
                num2 -= num1
            count += 1
        return count
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 5, 'lineno': 1}, {'name': 'countOperations', 'complexity': 4, 'lineno': 2}], 'maintainability_index': 64.37281587415808, 'raw_metrics': {'loc': 10, 'lloc': 10, 'sloc': 10, 'comments': 0}}"
find-consecutive-integers-from-a-data-stream,"```python
class DataStream:

    def __init__(self, value: int, k: int):
        self.value = value
        self.k = k
        self.queue = []
        self.count = 0

    def consec(self, num: int) -> bool:
        self.queue.append(num)
        if num == self.value:
            self.count += 1
        else:
            self.count = 0
        
        if len(self.queue) < self.k:
            return False
        return self.count >= self.k
```","{'cyclomatic_complexity': [{'name': 'DataStream', 'complexity': 3, 'lineno': 1}, {'name': '__init__', 'complexity': 1, 'lineno': 2}, {'name': 'consec', 'complexity': 3, 'lineno': 7}], 'maintainability_index': 62.465050444989814, 'raw_metrics': {'loc': 15, 'lloc': 15, 'sloc': 15, 'comments': 0}}"
most-frequent-even-element,"```python
from typing import List
from collections import defaultdict

class Solution:
    def mostFrequentEven(self, nums: List[int]) -> int:
        freq = defaultdict(int)
        for num in nums:
            if num % 2 == 0:
                freq[num] += 1
        if not freq:
            return -1
        max_freq = max(freq.values())
        candidates = [num for num, count in freq.items() if count == max_freq]
        return min(candidates)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 7, 'lineno': 4}, {'name': 'mostFrequentEven', 'complexity': 6, 'lineno': 5}], 'maintainability_index': 61.56008740053743, 'raw_metrics': {'loc': 14, 'lloc': 14, 'sloc': 14, 'comments': 0}}"
find-first-palindromic-string-in-the-array,"```python
from typing import List

class Solution:
    def firstPalindrome(self, words: List[str]) -> str:
        for word in words:
            if word == word[::-1]:
                return word
        return """"
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 4, 'lineno': 3}, {'name': 'firstPalindrome', 'complexity': 3, 'lineno': 4}], 'maintainability_index': 72.30614077041155, 'raw_metrics': {'loc': 8, 'lloc': 8, 'sloc': 8, 'comments': 0}}"
maximum-strong-pair-xor-i,"```python
from typing import List

class Solution:
    def maximumStrongPairXor(self, nums: List[int]) -> int:
        max_xor = 0
        n = len(nums)
        for i in range(n):
            for j in range(i, n):
                x, y = nums[i], nums[j]
                if abs(x - y) <= min(x, y):
                    max_xor = max(max_xor, x ^ y)
        return max_xor
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 5, 'lineno': 3}, {'name': 'maximumStrongPairXor', 'complexity': 4, 'lineno': 4}], 'maintainability_index': 65.96566214576278, 'raw_metrics': {'loc': 12, 'lloc': 12, 'sloc': 12, 'comments': 0}}"
make-three-strings-equal,"```python
class Solution:
    def findMinimumOperations(self, s1: str, s2: str, s3: str) -> int:
        min_len = min(len(s1), len(s2), len(s3))
        common_len = 0
        for i in range(min_len):
            if s1[i] == s2[i] == s3[i]:
                common_len += 1
            else:
                break
        if common_len == 0:
            return -1
        return (len(s1) - common_len) + (len(s2) - common_len) + (len(s3) - common_len)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 5, 'lineno': 1}, {'name': 'findMinimumOperations', 'complexity': 4, 'lineno': 2}], 'maintainability_index': 61.371837254192876, 'raw_metrics': {'loc': 12, 'lloc': 12, 'sloc': 12, 'comments': 0}}"
